date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:26:13	39059/39059	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Oct%202021%2020:26:07%20GMT	http://afia-competitions.fr/drivetogaether/2019-regles/	/home/kodizh/mennadou/httrack/afia-competitions/web/html/index-11.html	(from http://afia-competitions.fr/)
22:26:13	37510/37510	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Oct%202021%2020:26:11%20GMT	http://afia-competitions.fr/drivetogaether/2019-reglement/	/home/kodizh/mennadou/httrack/afia-competitions/web/html/index-12.html	(from http://afia-competitions.fr/)
22:26:15	14344/14344	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Jan%202018%2014:59:56%20GMT	http://afia-competitions.fr/wp-content/uploads/2018/01/afia-300x164.jpg	/home/kodizh/mennadou/httrack/afia-competitions/web/images/afia-300x164.jpg	(from http://afia-competitions.fr/)
22:26:17	40158/40158	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Oct%202021%2020:26:13%20GMT	http://afia-competitions.fr/drivetogaether/2019-inscription/	/home/kodizh/mennadou/httrack/afia-competitions/web/html/index-13.html	(from http://afia-competitions.fr/)
22:26:19	7908/7908	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2012%20Mar%202021%2013:59:22%20GMT	http://afia-competitions.fr/wp-includes/js/dist/vendor/wp-polyfill-fetch.min.js?ver=3.0.0	/home/kodizh/mennadou/httrack/afia-competitions/web/images/wp-polyfill-fetch.min6e0e.js	(from http://afia-competitions.fr/)
22:26:19	99310/99310	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2012%20Mar%202021%2013:59:22%20GMT	http://afia-competitions.fr/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=7.4.4	/home/kodizh/mennadou/httrack/afia-competitions/web/images/wp-polyfill.min89b1.js	(from http://afia-competitions.fr/)
22:26:19	44132/44132	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Oct%202021%2020:26:15%20GMT	http://afia-competitions.fr/drivetogaether/2018-aide-pseudocode/	/home/kodizh/mennadou/httrack/afia-competitions/web/html/index-14.html	(from http://afia-competitions.fr/)
22:26:19	353/353	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2023%20Apr%202019%2017:09:42%20GMT	http://afia-competitions.fr/wp-includes/js/dist/vendor/wp-polyfill-node-contains.min.js?ver=3.42.0	/home/kodizh/mennadou/httrack/afia-competitions/web/images/wp-polyfill-node-contains.min2e00.js	(from http://afia-competitions.fr/)
22:26:20	41989/41989	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Oct%202021%2020:26:19%20GMT	http://afia-competitions.fr/drivetogaether/2019-f-a-q/	/home/kodizh/mennadou/httrack/afia-competitions/web/html/index-15.html	(from http://afia-competitions.fr/)
22:26:22	40483/40483	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Oct%202021%2020:26:19%20GMT	http://afia-competitions.fr/drivetogaether/2019-info-pratique/	/home/kodizh/mennadou/httrack/afia-competitions/web/html/index-16.html	(from http://afia-competitions.fr/)
22:26:22	867/867	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2012%20Mar%202021%2013:59:22%20GMT	http://afia-competitions.fr/wp-includes/js/dist/vendor/wp-polyfill-dom-rect.min.js?ver=3.42.0	/home/kodizh/mennadou/httrack/afia-competitions/web/images/wp-polyfill-dom-rect.min2e00.js	(from http://afia-competitions.fr/)
22:26:25	49468/49468	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Oct%202021%2020:26:22%20GMT	http://afia-competitions.fr/botcontest/	/home/kodizh/mennadou/httrack/afia-competitions/web/html/index-17.html	(from http://afia-competitions.fr/)
22:26:25	47085/47085	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2012%20Mar%202021%2013:59:22%20GMT	http://afia-competitions.fr/wp-includes/js/dist/vendor/wp-polyfill-url.min.js?ver=3.6.4	/home/kodizh/mennadou/httrack/afia-competitions/web/images/wp-polyfill-url.min5aed.js	(from http://afia-competitions.fr/)
22:26:25	102380/102380	---MC-	200	added ('OK')	application/json	date:Fri,%2029%20Oct%202021%2020:25:51%20GMT	http://afia-competitions.fr/wp-json/	/home/kodizh/mennadou/httrack/afia-competitions/web/html/index-6.html	(from http://afia-competitions.fr/)
22:26:25	30212/30212	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Oct%202021%2020:26:20%20GMT	http://afia-competitions.fr/?page_id=367	/home/kodizh/mennadou/httrack/afia-competitions/web/html/index9d91.html	(from http://afia-competitions.fr/)
22:26:25	7165/7165	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2023%20Apr%202019%2017:09:42%20GMT	http://afia-competitions.fr/wp-includes/js/dist/vendor/wp-polyfill-formdata.min.js?ver=3.0.12	/home/kodizh/mennadou/httrack/afia-competitions/web/images/wp-polyfill-formdata.mine9bd.js	(from http://afia-competitions.fr/)
22:26:26	32702/32702	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Oct%202021%2020:26:25%20GMT	http://afia-competitions.fr/botcontest/2017-f-a-q/	/home/kodizh/mennadou/httrack/afia-competitions/web/html/index-18.html	(from http://afia-competitions.fr/)
22:26:28	417/417	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2023%20Apr%202019%2017:09:42%20GMT	http://afia-competitions.fr/wp-includes/js/dist/vendor/wp-polyfill-element-closest.min.js?ver=2.0.2	/home/kodizh/mennadou/httrack/afia-competitions/web/images/wp-polyfill-element-closest.min4c56.js	(from http://afia-competitions.fr/)
22:26:28	47377/47377	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Oct%202021%2020:26:26%20GMT	http://afia-competitions.fr/ia-sur-robots/	/home/kodizh/mennadou/httrack/afia-competitions/web/html/index-20.html	(from http://afia-competitions.fr/)
22:26:28	39630/39630	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Oct%202021%2020:26:26%20GMT	http://afia-competitions.fr/botcontest/2017-resultats/	/home/kodizh/mennadou/httrack/afia-competitions/web/html/index-19.html	(from http://afia-competitions.fr/)
